3-gram,frequency
nuc,4.5689867184543726e-05
eru,4.566557116148989e-05
ucl,4.5648327638693574e-05
rbe,4.564062074343344e-05
bos,4.540632397827189e-05
aco,4.5382041300491225e-05
oof,4.536565950104868e-05
wic,4.535705322969974e-05
ypi,4.5313329825217435e-05
rgo,4.526321069856471e-05
fru,4.5204302279673754e-05
dau,4.512382408639241e-05
aym,4.5037316689336135e-05
umo,4.492435848422471e-05
obv,4.491251455427949e-05
zer,4.4740126034772485e-05
noc,4.4628770692293086e-05
sfo,4.4520271238273724e-05
sif,4.449335334565736e-05
bvi,4.441987903770982e-05
lki,4.4413316976241577e-05
mie,4.431298864234217e-05
hbo,4.427236896710748e-05
asm,4.41377065816401e-05
tli,4.409729757107486e-05
rik,4.40726536176846e-05
vea,4.4034274518493074e-05
htl,4.391219195946329e-05
rud,4.38264052071586e-05
aur,4.376085799147863e-05
idl,4.375361293799383e-05
odo,4.370200628999868e-05
nap,4.3631815872486666e-05
ghb,4.356439555239282e-05
nry,4.3450715749296006e-05
noi,4.335855281611377e-05
nui,4.327924424070307e-05
bow,4.326213703033993e-05
shr,4.3210818735568804e-05
lel,4.3198660238470106e-05
twa,4.309918266573578e-05
chm,4.3043064362172765e-05
leo,4.289930097701507e-05
kle,4.278122485964e-05
lei,4.275431125657573e-05
rey,4.266892581570018e-05
isu,4.264584373588861e-05
hra,4.261688211000846e-05
pab,4.25579150672389e-05
hau,4.249995225627597e-05
cav,4.2479141255989115e-05
usb,4.2327194358672084e-05
phr,4.226940789596186e-05
dry,4.225412231538747e-05
dgm,4.223896494475898e-05
wns,4.199364307748504e-05
dju,4.178430149654892e-05
gns,4.1752282373260377e-05
ssm,4.163276353653141e-05
owd,4.154906388962835e-05
ypo,4.1392854130764833e-05
oco,4.137584986965192e-05
dog,4.135011303371179e-05
uot,4.133418354370658e-05
coh,4.126429148837346e-05
tty,4.123311502376271e-05
lub,4.1141362934347585e-05
bib,4.102682045466321e-05
odd,4.097163393713814e-05
liq,4.0904730269763036e-05
ulf,4.084248362611005e-05
iog,4.083865496255875e-05
ymb,4.0779811363566086e-05
uga,4.063929087979058e-05
uip,4.0365661305022194e-05
tau,4.0364827702065485e-05
yri,4.01512161103294e-05
yee,4.0144457682698687e-05
rtn,4.01256394176674e-05
swa,3.99837400812025e-05
nca,3.988163301303526e-05
buy,3.9800129140186824e-05
adl,3.9702183414166545e-05
rtr,3.9692786435381835e-05
ilk,3.969211488217085e-05
meo,3.9489603698017236e-05
hid,3.940353812482652e-05
vii,3.902765134756765e-05
isd,3.894148091865911e-05
rah,3.8925939394809856e-05
sks,3.890019826931763e-05
vag,3.887819191384757e-05
dyn,3.881434288417946e-05
hae,3.881382623146073e-05
goe,3.878288330913058e-05
yan,3.875265912508444e-05
uee,3.8714894861692886e-05
nai,3.8647983091830494e-05
jos,3.8642016801486255e-05
eys,3.849982339239454e-05
cci,3.837122595696953e-05
ryo,3.831991910100399e-05
gaz,3.828590962554436e-05
map,3.824198985489959e-05
ppy,3.814827553371044e-05
alb,3.813011452338316e-05
omf,3.812131140925485e-05
coi,3.803885477922491e-05
wly,3.799410903149381e-05
mfo,3.797811281512272e-05
eda,3.795812826853908e-05
xci,3.7937839640373755e-05
thw,3.793627300062607e-05
egg,3.787956750504324e-05
dex,3.787062855509866e-05
fau,3.787031494117898e-05
thl,3.784470440871714e-05
aze,3.7733701286126256e-05
rcl,3.766596353917754e-05
mob,3.762780082405825e-05
rae,3.7606647136220864e-05
vac,3.758573318668378e-05
rub,3.7578017712319463e-05
ipi,3.754925435906938e-05
lep,3.742667659508132e-05
yel,3.739091030973123e-05
acl,3.726096357186457e-05
sfa,3.70450713682658e-05
deo,3.700873457248736e-05
itn,3.6761290806778156e-05
lme,3.675917224466119e-05
ipm,3.6738398897109374e-05
nfr,3.667113014118948e-05
utp,3.6663594828013056e-05
rlo,3.6659025025183486e-05
mex,3.6653940476102774e-05
rau,3.661574535103434e-05
tfu,3.657687247673524e-05
inq,3.6513668309731754e-05
eis,3.647621670702608e-05
eab,3.646868044061586e-05
osu,3.643956868041246e-05
yar,3.6412682244511444e-05
deq,3.630666024513415e-05
zes,3.6277094745642706e-05
thm,3.6272662685097004e-05
sas,3.622249637337125e-05
dos,3.618058077678763e-05
lva,3.600253338483638e-05
rho,3.587586767770384e-05
tmo,3.582451554313287e-05
uie,3.575734449367731e-05
spu,3.57306353592628e-05
mia,3.572803446084384e-05
hoc,3.5658155274167e-05
upa,3.5566784001654346e-05
ebt,3.5542310677114e-05
eaf,3.552285517528848e-05
nsm,3.5513333799493075e-05
sei,3.548649121234679e-05
uke,3.538771474307119e-05
coc,3.5354332495450925e-05
usn,3.535341977408895e-05
hif,3.533551423041964e-05
nhe,3.5330782377844337e-05
ulo,3.5200086398212134e-05
nny,3.519289615567073e-05
dap,3.5188339221497445e-05
sth,3.509828341162659e-05
gil,3.508523459416017e-05
axe,3.506320297799445e-05
rru,3.497021740404419e-05
oui,3.491630631334139e-05
ndm,3.491532352929523e-05
adr,3.491259442093039e-05
fyi,3.486204252613318e-05
rua,3.485866474216852e-05
auc,3.480539708427965e-05
kis,3.479674982387739e-05
nod,3.4790131521615034e-05
edy,3.473790670150162e-05
jer,3.470169382611698e-05
ubm,3.4548718389531465e-05
sew,3.449894338027996e-05
ivo,3.4432075459172295e-05
yie,3.438362544490058e-05
leb,3.437869150676002e-05
tos,3.433322177795903e-05
ewo,3.4266078848900526e-05
ogu,3.426342075645366e-05
web,3.4170174473059535e-05
edd,3.415365350148242e-05
hle,3.412492255818148e-05
hwa,3.4115794867944815e-05
izo,3.407552121657895e-05
ulu,3.4041047992876405e-05
seu,3.396532309993083e-05
sms,3.395012712333349e-05
hak,3.394699765677332e-05
amu,3.394114480125109e-05
cow,3.3783402719056635e-05
ggr,3.378082279178124e-05
tid,3.374139322894387e-05
ubb,3.3732779808341444e-05
hoe,3.370416801926531e-05
igg,3.3582715547776275e-05
enh,3.3545917386839405e-05
hug,3.353786494432735e-05
oem,3.351786323953534e-05
feb,3.340251289420682e-05
rls,3.3402214532027915e-05
rdo,3.340053159775682e-05
eje,3.3338311644650195e-05
xhi,3.333187302695885e-05
igo,3.332382201429749e-05
rys,3.331894193386653e-05
dli,3.3278970934231664e-05
ios,3.321827806167009e-05
nre,3.3208708070950964e-05
irg,3.3115845464160694e-05
xtu,3.308265148021561e-05
awi,3.30415089562425e-05
niu,3.3023031948911045e-05
gos,3.298957058288551e-05
tpu,3.292214549662267e-05
alp,3.283213639520794e-05
rsp,3.2762535552800236e-05
alg,3.273285423540229e-05
chl,3.267446914186666e-05
rpl,3.266448354121143e-05
ido,3.259366589586006e-05
unr,3.257431763283686e-05
nla,3.2544983769158426e-05
lym,3.2538271096750035e-05
cag,3.251663411937686e-05
fib,3.2514533192085164e-05
cet,3.2431440755111684e-05
ffs,3.234812764451387e-05
hti,3.230788973941545e-05
swo,3.224553109079116e-05
ypt,3.2223145824886224e-05
sky,3.220786739356533e-05
unp,3.2206178739891455e-05
ngd,3.215072436366903e-05
obb,3.209738854956357e-05
ulp,3.208106060783063e-05
bay,3.204034322613161e-05
esa,3.2011553182335174e-05
oga,3.1975026693030854e-05
gdo,3.197488418457799e-05
aha,3.174810938731968e-05
loi,3.172081782705434e-05
urk,3.16683747164011e-05
sau,3.165943576645652e-05
shu,3.160521868770443e-05
fts,3.1604707754388487e-05
dso,3.1598447391417436e-05
sra,3.155279559496095e-05
hut,3.153547676669457e-05
emn,3.14547731336199e-05
lfi,3.1376085113411964e-05
kan,3.134001474648018e-05
vig,3.132833048319619e-05
leu,3.13250294345523e-05
cui,3.1304655015345115e-05
npu,3.128351181307951e-05
gea,3.1270282834425196e-05
enz,3.122179850373674e-05
gim,3.116488139025066e-05
lui,3.11057360927608e-05
ynt,3.108032287969523e-05
gha,3.089040248416789e-05
zar,3.083177050307848e-05
edw,3.075054735758368e-05
ncu,3.072847808868292e-05
rhe,3.06644570003142e-05
xid,3.062218918384207e-05
kab,3.0440850752201803e-05
erk,3.04014388241897e-05
anx,3.033306288721295e-05
ohi,3.0095276809732327e-05
apy,3.008899738208531e-05
wre,3.0073822853248445e-05
uad,3.0028166290622966e-05
bsc,3.001528333583747e-05
wir,2.999575157530808e-05
dsh,2.9991458686896948e-05
nyo,2.9978258781873483e-05
aby,2.9926986242324683e-05
lbe,2.982709925567394e-05
nwa,2.981766367092039e-05
aks,2.9704264118560307e-05
ntm,2.962115166367706e-05
eil,2.961818615333021e-05
efa,2.9580878488928095e-05
nxi,2.9478824325236673e-05
coe,2.9475805433797113e-05
oit,2.9454052161900528e-05
eei,2.9452316323153626e-05
oxy,2.9438903370376217e-05
oir,2.9408364142559703e-05
rka,2.9363911990838513e-05
gif,2.934940615551123e-05
nuo,2.9334470411740865e-05
lod,2.931544910791052e-05
hma,2.92528063956143e-05
poc,2.9220175296227178e-05
dip,2.9198198014387968e-05
nop,2.9181354373170088e-05
eov,2.9169301685023007e-05
dwi,2.9147500751436506e-05
lfa,2.9114089906802282e-05
rph,2.9080180044274594e-05
yte,2.8995409915815914e-05
hag,2.8938551902825337e-05
ilv,2.892682760372181e-05
raz,2.879606203802232e-05
pio,2.8745137428809936e-05
sod,2.873513228686184e-05
iny,2.8698027661258784e-05
ieu,2.8668016048349685e-05
egl,2.8604694633589e-05
pia,2.8587703717749264e-05
gib,2.8577809150921783e-05
lew,2.8576701016631133e-05
haw,2.8523192190591266e-05
edr,2.84127781664878e-05
eby,2.8388233826029472e-05
gyp,2.8221162444649993e-05
hew,2.821481533740329e-05
fty,2.8210186434078217e-05
dst,2.8205090446191923e-05
agm,2.819789877379983e-05
aya,2.8185765060779887e-05
syl,2.8154906023024006e-05
uda,2.8134961035643e-05
seg,2.8070201667697414e-05
ndy,2.806567857332397e-05
noo,2.8014111007914557e-05
seh,2.7987391864545165e-05
kid,2.794205082230696e-05
moi,2.777897349054281e-05
von,2.7731698813544533e-05
thd,2.7629107502607706e-05
bbi,2.7618150080095e-05
uiv,2.7588827655222153e-05
elm,2.7569269204146405e-05
ylo,2.7527017592648844e-05
pru,2.7463536511226922e-05
ngo,2.737644287538462e-05
enf,2.7320225435506575e-05
das,2.7317883340063886e-05
olk,2.7307916327467725e-05
inp,2.7255092876528912e-05
tma,2.7211470514829237e-05
sna,2.7042699994204093e-05
wsp,2.693712315501065e-05
hns,2.6897698834959166e-05
cub,2.67667979100603e-05
bic,2.6640169379045904e-05
efr,2.658397243369452e-05
bmi,2.657691135433281e-05
xio,2.6509718380499886e-05
roe,2.6504279705063065e-05
elu,2.6481547938672414e-05
umu,2.646825271026911e-05
bag,2.6461698274671256e-05
ggi,2.6459732706578934e-05
miz,2.639573926199037e-05
aty,2.6344780812978144e-05
lyt,2.6327838035445228e-05
pyr,2.6319628309356434e-05
bsi,2.6267543137994488e-05
rur,2.6205979486358067e-05
wak,2.61628327883238e-05
jon,2.603489975685628e-05
iry,2.59691776227743e-05
pup,2.5877875459712024e-05
lsi,2.5872024987274293e-05
aza,2.5839673662007e-05
reu,2.5830295271281358e-05
kni,2.5800167840465756e-05
sno,2.5712853054382223e-05
ckg,2.5703602873602468e-05
kgr,2.5662978432198786e-05
kar,2.563318892276472e-05
dme,2.5624184676304953e-05
ngh,2.5619399442636943e-05
eus,2.5591562156022016e-05
nkl,2.5545572438183993e-05
xin,2.5544761236221548e-05
pth,2.5495255038901198e-05
tco,2.5489401706762068e-05
rvo,2.5445910891326574e-05
hiv,2.5425647523856902e-05
ubi,2.5265828821832614e-05
vet,2.5209774861550996e-05
oho,2.5129582638409174e-05
lpe,2.5082138762411678e-05
pip,2.5061392105406215e-05
kit,2.5005026914289413e-05
tfo,2.495936701534564e-05
eog,2.4955986371679587e-05
hfu,2.490391216250632e-05
uab,2.490294891975303e-05
cky,2.4896888259262747e-05
bom,2.4857260900412205e-05
toi,2.4831210927169292e-05
chy,2.4827550509383404e-05
veg,2.4762766833975958e-05
mbu,2.4743696438604997e-05
gst,2.4683479706325726e-05
fth,2.4646862659810557e-05
xfo,2.4622474173078273e-05
efs,2.4538907502290083e-05
cyt,2.4368274839439748e-05
otl,2.4308186317106364e-05
ybe,2.4210769159227297e-05
sfi,2.410003866150276e-05
oxf,2.408829815742466e-05
sbu,2.4054877303835556e-05
jea,2.4004249626951375e-05
thn,2.3999986765404893e-05
mok,2.3945754434912033e-05
onu,2.3942398098707833e-05
ugs,2.3938544174460867e-05
tiq,2.3937376463057818e-05
yli,2.3912219193267118e-05
ymo,2.3910802211225782e-05
cka,2.3846188211434453e-05
gma,2.3832978774073006e-05
rca,2.3831792474610886e-05
kag,2.3619660301729935e-05
vei,2.3605270760926055e-05
ulg,2.359616308859916e-05
iki,2.352798065808349e-05
eny,2.3495787093009836e-05
buc,2.343724519251437e-05
lms,2.3387069825067533e-05
lax,2.328874185229409e-05
thf,2.3237590373437685e-05
xan,2.3214834299585175e-05
lst,2.3203993171595876e-05
dot,2.3099198937350924e-05
ayb,2.3099193694565033e-05
unw,2.309587834741417e-05
vul,2.3068073947365287e-05
tts,2.3064302477841885e-05
hru,2.3052239304123022e-05
uln,2.2961769790783657e-05
mam,2.2942021646182027e-05
lux,2.287359804751536e-05
uba,2.2768051235186564e-05
cim,2.2760120329983803e-05
nip,2.2727738977851863e-05
bte,2.2684058945507385e-05
itm,2.264275723148994e-05
eki,2.2642639507115833e-05
mne,2.2626939746456044e-05
yti,2.2575499914375622e-05
ltr,2.253923794745036e-05
sey,2.25389739016882e-05
onq,2.253569144110338e-05
hdr,2.2483894146348554e-05
ayo,2.2474590107859186e-05
hlo,2.247093588609299e-05
itz,2.2409586712061206e-05
nkn,2.23372925075561e-05
mly,2.233344001315983e-05
oze,2.2279835387123224e-05
nil,2.2265067412501377e-05
odg,2.224723193151625e-05
dwe,2.2205499355821922e-05
kli,2.2178070053272716e-05
ebo,2.2164557010946475e-05
dyi,2.2108793310356472e-05
teo,2.2092624082050965e-05
ssl,2.2072222495680525e-05
ywh,2.2071557138489236e-05
xat,2.2039537061966893e-05
oru,2.203142313587484e-05
kat,2.2015578960294588e-05
olf,2.200981523213251e-05
dun,2.1962352768075948e-05
cob,2.195470878624651e-05
veh,2.191667094475481e-05
zab,2.1852809523047327e-05
fab,2.1771329481043853e-05
phs,2.172006552059924e-05
ybo,2.1677772920048344e-05
lga,2.1641528587948353e-05
ocl,2.158979468324112e-05
dum,2.151448968978374e-05
ffl,2.145068450887036e-05
elc,2.144987044720652e-05
cef,2.144694020651021e-05
yne,2.1412877826574777e-05
ilw,2.1359555357742497e-05
uds,2.133084919852032e-05
aor,2.132256559681215e-05
epp,2.1304059039232946e-05
uve,2.1278484253038543e-05
tyr,2.124117372893503e-05
aqu,2.1226428631924347e-05
pig,2.12171107715449e-05
lyn,2.1151353367812382e-05
wde,2.1150067932035227e-05
gap,2.1092382035490734e-05
tox,2.103355702455714e-05
lge,2.1001411121173405e-05
ahe,2.0889962361781766e-05
duk,2.0875982234894304e-05
ayl,2.0854351453540818e-05
dab,2.0842618575333104e-05
cht,2.0833886000505884e-05
aes,2.082443659386226e-05
adh,2.0822064471554917e-05
boi,2.0799495231526898e-05
arf,2.0786426396150715e-05
xit,2.0728982620991016e-05
ohe,2.0650410418689587e-05
mog,2.0642369891600012e-05
tuc,2.0630016458189535e-05
obo,2.061109762699252e-05
unu,2.0605265265996956e-05
eiz,2.0599474847288525e-05
nau,2.0527430866655497e-05
tul,2.0513237692014093e-05
iph,2.0374125134558838e-05
rao,2.032623276205919e-05
egn,2.031813408770791e-05
igm,2.0291248128423796e-05
sak,2.0255296439099916e-05
ofo,2.0219962445277406e-05
uno,2.0219938614432445e-05
ioc,2.0208270556123024e-05
vad,2.0205486160197874e-05
axa,2.0177732758157208e-05
rpt,2.014510928464047e-05
myt,2.013343598354516e-05
hty,2.012162827648427e-05
fug,2.0108396438128562e-05
lln,2.0095928140045377e-05
ogs,2.0084692849880434e-05
vok,2.0048417061065095e-05
egm,2.0025792533476765e-05
dth,1.9986917276093167e-05
xem,1.9974351271545643e-05
kor,1.995785079449519e-05
lro,1.9857824635709883e-05
sip,1.985569892433943e-05
aje,1.9823912390097698e-05
lyz,1.981286631684174e-05
fti,1.9807470060308947e-05
cof,1.9806392429499845e-05
wol,1.980020832523267e-05
nog,1.974855020261241e-05
wye,1.9741012506351494e-05
lma,1.974041578199369e-05
eud,1.973249297927822e-05
xon,1.9695426959643998e-05
sda,1.9683030630712594e-05
uai,1.964205015648521e-05
ldo,1.964013415655041e-05
dix,1.963260408615988e-05
apl,1.9624279495398377e-05
ipu,1.960430066821753e-05
fue,1.9594288377015947e-05
yla,1.9581546977449517e-05
xie,1.9578006190505327e-05
lks,1.9530607593113257e-05
pov,1.952346024609279e-05
ssr,1.9516773787613852e-05
onj,1.950288517117104e-05
ecc,1.9484380520059434e-05
url,1.9425654645440875e-05
hne,1.9419889964045e-05
hwe,1.9311597838376787e-05
nhi,1.9256823117852632e-05
rml,1.923906389557138e-05
idn,1.922926417550684e-05
nri,1.9129570218700277e-05
fos,1.9111529315831594e-05
xii,1.9087054084823654e-05
siu,1.906768628050759e-05
dma,1.900758250643343e-05
edn,1.9006696952234708e-05
gou,1.8987915863321563e-05
cac,1.8985326403708185e-05
lmi,1.893683540038314e-05
xvi,1.8905015979575362e-05
tew,1.889981132303605e-05
ccl,1.8887068970235824e-05
htf,1.8843633918977538e-05
hyl,1.8814620818472273e-05
awy,1.8795952687764237e-05
dhe,1.8742997213944346e-05
hay,1.872204275197083e-05
inm,1.870753358032525e-05
xha,1.8532953099698805e-05
nak,1.85318177982449e-05
nbe,1.8523741524887885e-05
etl,1.8488956117116357e-05
fon,1.8488366065395142e-05
xts,1.8439445630243916e-05
ckw,1.8436423879102958e-05
dox,1.8427170838621805e-05
urm,1.840977384518395e-05
kwa,1.837222119969564e-05
toe,1.837213969820588e-05
emm,1.8342702885277222e-05
eez,1.832084142134452e-05
oak,1.831758994085815e-05
bie,1.828562562851301e-05
dad,1.8278670358102924e-05
roh,1.8241378898675378e-05
dna,1.8227370651390866e-05
iba,1.8216834558217055e-05
ibb,1.820291686814339e-05
ffu,1.819033704170579e-05
isg,1.816574265647305e-05
vec,1.8157575825905186e-05
nje,1.8151227765424684e-05
xti,1.8150105809243956e-05
iru,1.8114712238309044e-05
haz,1.8109223518097808e-05
liu,1.8103065151143187e-05
yto,1.8097850485648995e-05
yge,1.80976679413766e-05
laz,1.8066898984214666e-05
kon,1.806111666799352e-05
bbl,1.804400516807829e-05
lpi,1.800799151855751e-05
pty,1.7998134127848167e-05
dvo,1.7984238838768766e-05
xas,1.7954014654722624e-05
nyw,1.7917481492781716e-05
vab,1.7911825003421957e-05
yro,1.7894406562223637e-05
ieg,1.7884384738684068e-05
lul,1.7882226140747573e-05
sot,1.7851512471145946e-05
glu,1.784366354404985e-05
sdo,1.7838377862637675e-05
onk,1.7796993693896665e-05
egs,1.7794208344737715e-05
wet,1.7704757361711948e-05
ebu,1.762077174466936e-05
ynd,1.7571143533422813e-05
bak,1.7567021750478493e-05
ftw,1.7554430008618416e-05
aka,1.7543406336356717e-05
tok,1.7481735922534877e-05
onw,1.7451577035003926e-05
nma,1.7392821610137613e-05
sdi,1.7353197110988465e-05
yra,1.7322272300100495e-05
xyg,1.7304792851939076e-05
dib,1.7271403455065317e-05
uco,1.722068474435339e-05
nym,1.7165568766129405e-05
eof,1.7152557601398026e-05
voy,1.713371645875558e-05
diz,1.712973861411482e-05
tef,1.71116028644832e-05
nul,1.7110112483439386e-05
otr,1.7104231030903207e-05
rhy,1.7085785956904e-05
ilr,1.7044412273734772e-05
gau,1.701708782690339e-05
abd,1.7009491983380768e-05
awf,1.698076818933332e-05
unb,1.6973656111963396e-05
ylv,1.694705135664981e-05
eze,1.6943039195592312e-05
ldl,1.6870491907513725e-05
esm,1.6842116520419597e-05
hth,1.6821064828598643e-05
kha,1.6798742952741308e-05
tui,1.6794819919043957e-05
buf,1.6767978761748367e-05
oef,1.6766423560806263e-05
btl,1.675858607251575e-05
oty,1.6738092499083762e-05
dho,1.6717927314695327e-05
pad,1.6705985201668863e-05
rps,1.6665025221968144e-05
idt,1.6622773610470583e-05
gnm,1.661486081670999e-05
mbs,1.6589627764832318e-05
dhi,1.6563087829417025e-05
gry,1.6535216703002256e-05
zea,1.6528358185822706e-05
isb,1.6525476560050115e-05
kew,1.6524292167055594e-05
bap,1.6499948005694934e-05
aum,1.645748286982653e-05
kir,1.645566124003777e-05
kso,1.643884667245074e-05
jum,1.6411280104234562e-05
psi,1.6381424345051506e-05
mni,1.634567378805909e-05
hep,1.6320369720263434e-05
hog,1.631160187578567e-05
xil,1.6306259476962492e-05
ksh,1.6249027319706037e-05
tuf,1.6236286396756508e-05
maz,1.6154997001512718e-05
yno,1.6109383811025067e-05
hyt,1.6073666617215597e-05
olm,1.6066598865217295e-05
lbo,1.594311886543904e-05
eid,1.5941784338121268e-05
kie,1.59385314277842e-05
usy,1.593436102991616e-05
ugl,1.5911721250587057e-05
yze,1.5909005487495393e-05
tna,1.590683163781812e-05
vap,1.581601181105784e-05
wra,1.5712276142946025e-05
rpa,1.5706951855565012e-05
lgi,1.5625674852360602e-05
osm,1.561640989645697e-05
mah,1.5578633241026038e-05
guy,1.5537813863310584e-05
haf,1.5537715680229347e-05
pso,1.5488760452044476e-05
oyi,1.5485186778534244e-05
ocy,1.5463321025049447e-05
pep,1.5455445407406995e-05
wfu,1.5414341966019614e-05
ddh,1.5403783948468443e-05
eom,1.5401223085869016e-05
inb,1.5397942055134894e-05
uor,1.5284068745577002e-05
nun,1.5257231877833505e-05
gid,1.5226705518673268e-05
nho,1.5198310590286272e-05
deu,1.519780823607451e-05
nzy,1.5168795612186145e-05
pum,1.516805065997269e-05
osh,1.515330317987751e-05
cai,1.513865149977907e-05
aer,1.5135359506856266e-05
syr,1.511978366659027e-05
oha,1.50918520098293e-05
aic,1.5074992640253747e-05
cue,1.506820370914148e-05
tso,1.5055614826982797e-05
mau,1.505413350166007e-05
heb,1.5041437380699066e-05
awl,1.5027733691613144e-05
unh,1.5018078863085962e-05
hym,1.501101730710735e-05
iac,1.4996223595172949e-05
nwi,1.4995268931523843e-05
esb,1.498237930410176e-05
gru,1.4978323294289532e-05
rgh,1.4948845015690645e-05
ubo,1.490738649471336e-05
zzl,1.4898105333835154e-05
rix,1.4897036758747137e-05
xcu,1.489096704253577e-05
bai,1.4883949811928785e-05
nns,1.4881821240856939e-05
tet,1.4879468659842467e-05
elb,1.4858563289409568e-05
nbu,1.4832856003717185e-05
ggs,1.4815474262020103e-05
npr,1.4804049278329277e-05
fia,1.4794809583121302e-05
doz,1.4784126215325637e-05
xib,1.4781771727843569e-05
arx,1.4770852911299697e-05
ulk,1.477008984764407e-05
ddy,1.4753686123824156e-05
ndf,1.47536003327823e-05
eke,1.4751937893037875e-05
lil,1.4750141047327875e-05
aux,1.4749656327941384e-05
tst,1.471074198797205e-05
ubu,1.4670984512708023e-05
nro,1.4664584977602407e-05
mab,1.465023737908566e-05
rbs,1.4639575459050459e-05
hmi,1.462262982181615e-05
dgi,1.4611321609265628e-05
yma,1.4598289473390685e-05
ulm,1.4593884580008239e-05
neq,1.4582254651050755e-05
etn,1.4544084786677977e-05
igs,1.4543433727993665e-05
ipo,1.4492750286932278e-05
ldh,1.4431053659180978e-05
mns,1.4429444123912367e-05
dsc,1.442562594593284e-05
ifl,1.4425020642470851e-05
rrh,1.44187021322381e-05
esk,1.4413219608046552e-05
nep,1.4409511528570743e-05
stw,1.4395016655432142e-05
oxe,1.438841074520917e-05
fev,1.4367388603635966e-05
lps,1.4359115010882678e-05
aho,1.435643022788946e-05
dys,1.4328165892532847e-05
dag,1.4326071637877743e-05
hac,1.4319276034128888e-05
anz,1.4315255293967201e-05
zym,1.4302264623762488e-05
ags,1.4278320343980261e-05
oln,1.4276928146017686e-05
nsy,1.4271482321327378e-05
ghi,1.4233914424098296e-05
kal,1.4193440593634765e-05
iom,1.4180257846819674e-05
eju,1.4175265284800509e-05
mud,1.412015693244691e-05
kla,1.4096619683496605e-05
rcy,1.4094548783069563e-05
tug,1.4091293013031096e-05
ssy,1.4076485002589719e-05
awe,1.4019951565707499e-05
bbo,1.4010253841659389e-05
sro,1.3980685005849654e-05
ovo,1.3960402097087114e-05
ibo,1.3934375001455367e-05
esq,1.3929082170789702e-05
rfi,1.3925370754995598e-05
rgr,1.3921861901383656e-05
xxi,1.3892263991943069e-05
ryl,1.3845064620414866e-05
lci,1.3840491004650102e-05
exo,1.382578737330965e-05
rkn,1.3808405154995667e-05
mue,1.380454026856002e-05
uzz,1.3789569255139113e-05
rcr,1.3770989775174332e-05
mcc,1.374648594715244e-05
ffr,1.3675339912757516e-05
hst,1.3642753615358917e-05
bry,1.360856731502969e-05
ogo,1.3599203699427922e-05
akn,1.3592756026015486e-05
dei,1.3587958400308096e-05
bno,1.3554170075089704e-05
oqu,1.3541851911329769e-05
rbu,1.3515931101266543e-05
tup,1.3459911934018565e-05
gee,1.3456910677404275e-05
cyl,1.345281701485701e-05
ryw,1.3443056377378204e-05
hoa,1.3441671328669117e-05
enb,1.3437707782535335e-05
slu,1.3412160163504185e-05
lry,1.3380162487976103e-05
awk,1.3378003413422708e-05
dha,1.3373568016558712e-05
ucr,1.336282364179995e-05
sfy,1.3331312115509058e-05
lah,1.3277169388993248e-05
hov,1.3275249099506353e-05
abn,1.3248328823805496e-05
anl,1.3240704859885823e-05
ndw,1.3221627791878271e-05
lyc,1.3197482379764582e-05
ymm,1.3186639821924583e-05
jim,1.316044781684571e-05
jef,1.3144844332799559e-05
rqu,1.3113311358748201e-05
ciu,1.304920781565592e-05
ska,1.3039969073681745e-05
ngf,1.3016760213774991e-05
soa,1.2999003851195134e-05
smu,1.2994383526974247e-05
yde,1.298994336394126e-05
lba,1.2915469590356091e-05
rak,1.2884163485948756e-05
yll,1.284679004841455e-05
jen,1.2843855994783048e-05
sob,1.2828939315688651e-05
hev,1.2752787374001384e-05
esy,1.2748697524389311e-05
osl,1.2736935572550747e-05
wni,1.2712366924630565e-05
nze,1.2676990511904025e-05
amn,1.2654946980315825e-05
uas,1.2647670470115673e-05
atf,1.2605032798929754e-05
unm,1.2594623962468031e-05
emu,1.2593747940607294e-05
osy,1.2580433647528022e-05
eic,1.2571190616001753e-05
hli,1.2550855755997201e-05
ync,1.2548475531202574e-05
iop,1.254060753943051e-05
upw,1.2500970648241983e-05
mna,1.2499334422427014e-05
llm,1.2472134849223224e-05
pwa,1.246502658478849e-05
kay,1.2460919576968047e-05
ixi,1.2450320570363541e-05
dmo,1.2420501510681722e-05
dub,1.2395168845872114e-05
zil,1.238922972269113e-05
dds,1.2383218153741467e-05
onr,1.237270398494502e-05
bby,1.2323041933898628e-05
ahm,1.2319575499190715e-05
nza,1.2303554498740863e-05
daw,1.229953089887778e-05
tga,1.2296843732800065e-05
eim,1.2296758418375108e-05
meh,1.2282789253676329e-05
uet,1.2271744610271067e-05
yce,1.22564499739756e-05
raj,1.222514720588656e-05
axo,1.2193672855713805e-05
adc,1.2177643752776665e-05
lug,1.2176192454318588e-05
irp,1.215287778546021e-05
vow,1.2145405385714485e-05
teb,1.2127668564427497e-05
bts,1.2117859312024973e-05
eip,1.208840248118655e-05
gad,1.2067328388371332e-05
lgo,1.2064950070044302e-05
dca,1.2049422368085127e-05
bob,1.2047697968143805e-05
orh,1.200362663332508e-05
seb,1.2002798749771162e-05
gay,1.2002457015454433e-05
iah,1.198280657731714e-05
ulc,1.1980127037109812e-05
tuo,1.1974422409443237e-05
zur,1.1965234188860375e-05
zan,1.194630344224088e-05
ewl,1.191528092488857e-05
eot,1.1891238938642008e-05
pfu,1.1880193818619846e-05
sgu,1.1862632392351765e-05
